101	1030
121	12215
122	12310779
161	162567
421	42615250
123	128869
111	1198
102	10110
141	145
171	174
131	13538
441	443902
511	513
431	439459
321	3246006
442	440575
411	4162
512	515
521	5280679
541	5459812
542	5459874
681	6857566
522	5281908
791	79129
591	59
81	8
911	91828273
881	880
981	9864
651	6579
631	638129
652	6549
543	5459988
601	607
